"iteration","value","iteration_num","metric","alpha","lambda","hyper_param_label"
"Test Set 10",0.0629754,10,"r2",0.6,0.0001,"alpha 0.6, lambda 0.0001"
"Test Set 10",615570,10,"residual_deviance",0.6,0.0001,"alpha 0.6, lambda 0.0001"
"Test Set 10",2943.6826,10,"rmse",0.6,0.0001,"alpha 0.6, lambda 0.0001"
"Test Set 10",0.82979065,10,"rmsle",0.6,0.0001,"alpha 0.6, lambda 0.0001"
"Test Set 1",1863.5519,1,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 1",32.61807,1,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 1",8015722.5,1,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 1",676133,1,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 1",0.064205706,1,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 1",613350.1,1,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 1",2831.205,1,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 1",0.837369,1,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 2",1837.623,2,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 2",31.754768,2,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 2",7538573.5,2,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 2",664420.9,2,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 2",0.0669445,2,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 2",602102.2,2,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 2",2745.6462,2,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 2",0.8293336,2,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 3",1848.7434,3,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 3",32.27645,3,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 3",8340648,3,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 3",671054.6,3,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 3",0.059993565,3,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 3",609863.5,3,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 3",2888.018,3,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 3",0.82893264,3,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 4",1854.2277,4,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 4",32.35436,4,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 4",8535250,4,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 4",676860.4,4,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 4",0.060250416,4,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 4",613762.2,4,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 4",2921.5151,4,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 4",0.8315023,4,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 5",1847.5974,5,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 5",32.027782,5,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 5",7801334.5,5,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 5",658488.5,5,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 5",0.0656894,5,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 5",596485.4,5,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 5",2793.087,5,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 5",0.82620347,5,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 6",1831.6283,6,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 6",31.662565,6,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 6",7817552.5,6,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 6",654636.4,6,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 6",0.06476397,6,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 6",593071.5,6,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 6",2795.9885,6,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 6",0.8279859,6,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 7",1829.3036,7,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 7",31.493338,7,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 7",7570213,7,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 7",660953.8,7,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 7",0.06726878,7,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 7",597964,7,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 7",2751.402,7,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 7",0.8267753,7,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 8",1854.2137,8,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 8",32.17127,8,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 8",7664487.5,8,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 8",663877.3,8,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 8",0.0650463,8,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 8",603082.56,8,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 8",2768.481,8,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 8",0.8317708,8,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 9",1857.3036,9,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 9",32.349552,9,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 9",7907596,9,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 9",674218.5,9,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 9",0.06557108,9,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 9",610662.44,9,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 9",2812.045,9,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 9",0.8324333,9,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 10",1831.0203,10,"mae",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 10",31.663366,10,"mean_residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 10",7712514.5,10,"mse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 10",653512.6,10,"null_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 10",0.06462356,10,"r2",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 10",592833.2,10,"residual_deviance",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 10",2777.1414,10,"rmse",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 10",0.8296806,10,"rmsle",0.1,0.00005,"alpha 0.1, lambda 0.00005"
"Test Set 1",1875.4576,1,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 1",32.73823,1,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 1",8036042.5,1,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 1",671849.94,1,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 1",0.059479743,1,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 1",613972.8,1,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 1",2834.7915,1,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 1",0.83739614,1,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 2",1833.5348,2,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 2",31.63552,2,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 2",7357083.5,2,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 2",654511.75,2,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 2",0.063166246,2,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 2",597436.8,2,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 2",2712.3943,2,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 2",0.8307915,2,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 3",1846.2379,3,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 3",32.023125,3,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 3",7587234,3,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 3",652929.75,3,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 3",0.061989293,3,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 3",596206.5,3,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 3",2754.4934,3,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 3",0.8377702,3,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 4",1847.2178,4,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 4",32.09695,4,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 4",7972304,4,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 4",660139.2,4,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 4",0.059367727,4,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 4",602844.94,4,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 4",2823.5269,4,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 4",0.8294401,4,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 5",1879.5938,5,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 5",32.97977,5,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 5",8103908,5,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 5",677975.2,5,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 5",0.05857772,5,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 5",620151.6,5,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 5",2846.7363,5,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 5",0.8401055,5,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 6",1840.7737,6,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 6",31.796347,6,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 6",7430508.5,6,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 6",659092.6,6,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 6",0.06263304,6,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 6",601904.8,6,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 6",2725.896,6,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 6",0.8290979,6,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 7",1867.7319,7,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 7",32.725933,7,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 7",8480876,7,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 7",673297.1,7,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 7",0.05514034,7,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 7",616458.44,7,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 7",2912.1943,7,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 7",0.82963955,7,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 8",1843.4355,8,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 8",31.80714,8,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 8",7466284.5,8,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 8",654905.56,8,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 8",0.062827274,8,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 8",597815.2,8,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 8",2732.4502,8,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 8",0.83005226,8,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 9",1850.8086,9,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 9",32.28542,9,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 9",8101681,9,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 9",674308.2,9,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 9",0.05819607,9,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 9",616296.44,9,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 9",2846.3452,9,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 9",0.8376432,9,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 10",1861.2018,10,"mae",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 10",32.774616,10,"mean_residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 10",8776492,10,"mse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 10",675272.3,10,"null_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 10",0.055016123,10,"r2",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 10",616949.4,10,"residual_deviance",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 10",2962.5144,10,"rmse",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 10",0.8358928,10,"rmsle",0,0.00005,"alpha 0, lambda 0.00005"
"Test Set 1",1854.0985,1,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 1",32.06436,1,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 1",7449383.5,1,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 1",661468.7,1,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 1",0.06037849,1,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 1",606465.4,1,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 1",2729.356,1,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 1",0.8358555,1,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 2",1856.0645,2,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 2",32.56072,2,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 2",9145502,2,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 2",672305.2,2,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 2",0.05094626,2,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 2",616081.4,2,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 2",3024.153,2,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 2",0.8287025,2,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 3",1863.701,3,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 3",32.448437,3,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 3",7862103.5,3,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 3",666555.56,3,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 3",0.057722084,3,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 3",611490.8,3,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 3",2803.9443,3,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 3",0.8302936,3,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 4",1856.8098,4,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 4",32.239525,4,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 4",7592827.5,4,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 4",659998.4,4,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 4",0.05996298,4,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 4",604845.75,4,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 4",2755.5085,4,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 4",0.8364329,4,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 5",1860.6132,5,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 5",32.465042,5,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 5",7838391.5,5,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 5",659171.94,5,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 5",0.057533048,5,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 5",604986.06,5,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 5",2799.7126,5,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 5",0.835458,5,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 6",1857.051,6,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 6",32.50294,6,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 6",7714079,6,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 6",666656.6,6,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 6",0.058515377,6,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 6",611835.4,6,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 6",2777.423,6,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 6",0.8458907,6,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 7",1861.4456,7,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 7",32.522945,7,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 7",7802941.5,7,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 7",673094.6,7,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 7",0.059197523,7,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 7",616732.6,7,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 7",2793.3745,7,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 7",0.8415741,7,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 8",1852.0459,8,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 8",32.241283,8,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 8",7927556.5,8,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 8",660626,8,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 8",0.05736204,8,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 8",605684.8,8,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 8",2815.5916,8,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 8",0.83259183,8,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 9",1857.6587,9,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 9",32.2739,9,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 9",7795006,9,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 9",659558.6,9,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 9",0.057853073,9,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 9",605103.4,9,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 9",2791.9539,9,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 9",0.8404937,9,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 10",1870.1667,10,"mae",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 10",32.765984,10,"mean_residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 10",8376257,10,"mse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 10",674837.5,10,"null_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 10",0.05353252,10,"r2",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 10",619932.4,10,"residual_deviance",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 10",2894.1765,10,"rmse",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 10",0.8288946,10,"rmsle",0.5,0.0001,"alpha 0.5, lambda 0.0001"
"Test Set 1",1857.4943,1,"mae",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 1",32.46321,1,"mean_residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 1",7666278,1,"mse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 1",656554.7,1,"null_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 1",0.051037915,1,"r2",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 1",609529.25,1,"residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 1",2768.8044,1,"rmse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 1",0.8453278,1,"rmsle",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 2",1860.2097,2,"mae",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 2",32.37985,2,"mean_residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 2",7636149.5,2,"mse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 2",651781.9,2,"null_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 2",0.05172164,2,"r2",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 2",604628.9,2,"residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 2",2763.3584,2,"rmse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 2",0.8373395,2,"rmsle",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 3",1893.8163,3,"mae",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 3",33.451218,3,"mean_residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 3",8379691,3,"mse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 3",681537.7,3,"null_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 3",0.04809263,3,"r2",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 3",632963.94,3,"residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 3",2894.7695,3,"rmse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 3",0.845118,3,"rmsle",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 4",1874.3663,4,"mae",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 4",33.030865,4,"mean_residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 4",8189901.5,4,"mse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 4",661742.44,4,"null_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 4",0.048648357,4,"r2",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 4",614407.06,4,"residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 4",2861.8003,4,"rmse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 4",0.8501348,4,"rmsle",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 5",1892.4678,5,"mae",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 5",33.56976,5,"mean_residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 5",9235598,5,"mse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 5",686338.8,5,"null_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 5",0.04406721,5,"r2",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 5",637389.06,5,"residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 5",3039.0127,5,"rmse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 5",0.84116423,5,"rmsle",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 6",1852.0094,6,"mae",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 6",32.05481,6,"mean_residual_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 6",7280890.5,6,"mse",0.4,0.0001,"alpha 0.4, lambda 0.0001"
"Test Set 6",648373.5,6,"null_deviance",0.4,0.0001,"alpha 0.4, lambda 0.0001"
